Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB,Death Sequence,Ults Blue,Ults Red,Teamcomp Blue,Teamcomp Red
Junkertown,Defense, LDN, PHI,7:13,20,6,1,0,0,B,ZenyattaMercyWinstonWinstonTracerD.VaGenji,,,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, LDN, PHI,7:53,27,2,6,0,1,R,ZenyattaZenyattaMercyWinstonZenyattaGenjiD.VaTracer,,Mercy,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, LDN, PHI,8:40,9,3,1,4,1,B,MercyGenjiWinstonMercy,GenjiZenyattaWinstonTracer,Zenyatta,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, LDN, PHI,0:19,41,0,6,0,1,R,RoadhogMoiraReinhardtD.VaLucioZarya,,Widowmaker,LucioMoiraD.VaReinhardtRoadhogZarya,JunkratWidowmakerMercyZenyattaD.VaOrisa
Horizon Lunar Colony,Attack, LDN, PHI,1:33,32,0,5,0,1,R,LucioReinhardtTracerZaryaD.Va,,Junkrat,TracerLucioMoiraD.VaReinhardtZarya,JunkratWidowmakerMercyZenyattaD.VaOrisa
Horizon Lunar Colony,Attack, LDN, PHI,2:45,9,0,2,1,1,R,ReinhardtLucio,Zarya,Zenyatta,LucioMoiraD.VaReinhardtRoadhogZarya,JunkratWidowmakerMercyZenyattaD.VaOrisa
Horizon Lunar Colony,Attack, LDN, PHI,3:43,32,8,2,2,3,B,OrisaJunkratZenyattaReinhardtJunkratD.VaWidowmakerZenyattaMercyOrisa,LucioReinhardt,OrisaMercyJunkrat,GenjiTracerLucioZenyattaD.VaReinhardt,JunkratWidowmakerMercyZenyattaD.VaOrisa
Horizon Lunar Colony,Attack, LDN, PHI,4:41,4,1,0,0,0,B,Genji,,,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, LDN, PHI,4:59,77,13,6,4,4,B,MercyZenyattaMercyWinstonZenyattaGenjiD.VaGenjiTracerWinstonMercyMoiraGenjiTracerZenyattaTracerD.VaWinstonD.Va,ZenyattaGenjiWinstonMercy,ZenyattaWinstonMercyTracer,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, LDN, PHI,7:46,2,0,3,0,0,R,WinstonMercySoldier: 76,,,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyMoiraD.VaWinston
Horizon Lunar Colony,Attack, LDN, PHI,8:19,0,1,0,0,0,B,Genji,,,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Attack, LDN, PHI,8:33,8,4,0,1,0,B,TracerWinstonZenyattaD.Va,Soldier: 76,,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,0:16,0,1,0,0,0,B,Tracer,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,0:39,0,1,0,0,0,B,Tracer,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,0:58,0,1,0,0,0,B,Winston,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerGenjiLucioMercyD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,1:32,0,1,0,0,0,B,D.Va,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerGenjiLucioMercyD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,1:47,6,4,0,0,0,B,GenjiMercyLucioWinston,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,2:14,0,1,0,0,0,B,Tracer,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,2:32,20,4,0,2,1,B,MercyLucioD.VaGenji,JunkratWidowmaker,Mercy,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,3:17,19,5,1,3,1,B,TracerWinstonOrisaD.VaMercyGenji,RoadhogZenyattaOrisa,Winston,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerLucioMercyD.VaWinston
Horizon Lunar Colony,Defense, LDN, PHI,4:05,14,4,0,3,1,B,GenjiLucioMercyWinston,MercyJunkratWidowmaker,Lucio,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerLucioMercyD.VaWinston
Ilios,Well, LDN, PHI,0:37,63,12,6,3,2,R,WinstonLucioMercyMccreePharahZenyattaMercyD.VaWinstonLucioWinstonD.VaMercyLucioPharahD.VaTracerWinston,TracerMccreeTracer,TracerMercy,MccreeTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Well, LDN, PHI,2:08,17,2,1,1,0,B,TracerWinstonTracer,Winston,,MccreeTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Well, LDN, PHI,2:41,0,1,0,0,0,B,Tracer,,,MccreeTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Well, LDN, PHI,3:08,84,12,4,6,5,R,ZenyattaMercyWinstonD.VaTracerWinstonD.VaD.VaTracerWinstonLucioMercyTracerD.VaPharahWinston,MccreeTracerMercyWinstonMccreeTracer,WinstonPharahLucioTracerMercy,MccreeTracerMercyZenyattaD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Ruins, LDN, PHI,0:23,11,3,0,0,0,B,WidowmakerWinstonTracer,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, LDN, PHI,1:05,0,1,0,0,0,B,Tracer,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, LDN, PHI,1:22,14,3,0,0,0,B,MercyTracerWidowmaker,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, LDN, PHI,1:55,38,4,2,2,3,B,MercyTracerZenyattaWidowmakerTracerWinston,WidowmakerWinston,WidowmakerMercyWinston,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Numbani,Attack, LDN, PHI,0:31,49,6,4,1,2,R,TracerMercyDoomfistZenyattaAnaWinstonSoldier: 76MercyMercyWinston,Winston,AnaGenji,Soldier: 76TracerMercyZenyattaD.VaWinston,DoomfistGenjiAnaMercyD.VaWinston
Numbani,Attack, LDN, PHI,1:27,20,5,1,2,0,B,MercyMoiraZenyattaWinstonGenjiD.Va,ZenyattaTracer,,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiSoldier: 76MercyMoiraD.VaWinston
Numbani,Attack, LDN, PHI,2:38,34,4,3,5,3,R,WinstonD.VaWinstonSoldier: 76Soldier: 76ZenyattaD.Va,MercyWinstonSoldier: 76TracerZenyatta,MercyWinstonSoldier: 76,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiSoldier: 76MercyZenyattaD.VaWinston
Numbani,Attack, LDN, PHI,3:30,10,4,0,0,0,B,TracerWinstonZenyattaMercy,,,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Attack, LDN, PHI,4:04,31,7,1,3,0,B,WinstonWinstonD.VaTracerGenjiZenyattaMercyWinston,TracerMercyWinston,,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, PHI,0:24,16,4,3,0,0,R,WinstonMercyWinstonAnaMercyD.VaTracer,,,Soldier: 76TracerAnaMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, PHI,1:15,1,2,0,0,0,B,TracerZenyatta,,,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, PHI,1:24,11,1,0,1,0,B,D.Va,Tracer,,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, PHI,2:02,39,6,2,2,2,B,ZenyattaWinstonZenyattaZenyattaWinstonMercyTracerGenji,MercySoldier: 76,MercyTracer,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, PHI,3:11,22,3,0,3,4,B,MercyZenyattaWinston,TracerZenyattaWinston,WinstonZenyattaGenjiTracer,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, PHI,4:05,17,6,0,3,1,B,GenjiWinstonD.VaTracerD.VaMercy,Soldier: 76TracerMercy,Mercy,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerLucioMercyD.VaWinston
Numbani,Defense, LDN, PHI,5:31,5,4,0,0,1,B,GenjiWinstonD.VaTracer,,Mercy,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerLucioMercyD.VaWinston
Junkertown,Attack, NYE, HOU,7:42,58,8,6,4,5,R,WinstonMccreeMercyWinstonD.VaD.VaJunkratJunkratWinstonMccreeMercyWinstonMercyMccree,WinstonJunkratMccreeZenyatta,MercyJunkratZenyattaMccreeWinston,JunkratMccreeMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Junkertown,Attack, NYE, HOU,6:48,6,0,3,0,1,R,JunkratMercyD.Va,,Zenyatta,JunkratMccreeMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaWinston
Junkertown,Attack, NYE, HOU,5:50,26,2,6,1,2,R,JunkratTracerJunkratD.VaMccreeWinstonMercyZenyatta,Zenyatta,WinstonMercy,JunkratMccreeMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Junkertown,Attack, NYE, HOU,4:25,36,8,1,5,2,B,D.VaWinstonGenjiD.VaWinstonMercyJunkratZenyattaTracer,MercyGenjiTracerZenyattaWinston,JunkratZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Junkertown,Attack, NYE, HOU,2:55,37,5,6,2,2,B,ZenyattaJunkratGenjiTracerZenyattaZenyattaMercyJunkratTracerD.VaWinston,ZenyattaWinston,MercyJunkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratTracerMercyZenyattaD.VaWinston
Junkertown,Attack, NYE, HOU,2:22,12,6,0,3,0,B,MercyZenyattaOrisaJunkratWidowmakerD.Va,GenjiMercyTracer,,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaD.VaOrisa
Junkertown,Attack, NYE, HOU,0:14,0,0,1,0,0,R,Mercy,,,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyD.VaOrisaRoadhog
Junkertown,Attack, NYE, HOU,0:29,0,0,2,0,0,R,HanzoWidowmaker,,,BastionHanzoWidowmakerMercyOrisaRoadhog,JunkratWidowmakerMercyD.VaOrisaRoadhog
Junkertown,Attack, NYE, HOU,1:16,26,6,3,0,3,B,WidowmakerMercyMercyOrisaTracerJunkratD.VaRoadhogGenji,,WidowmakerJunkratRoadhog,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyD.VaOrisaRoadhog
Junkertown,Defense, NYE, HOU,5:01,29,2,6,1,2,R,ZenyattaJunkratD.VaWinstonMercyD.VaTracerJunkrat,Junkrat,ZenyattaOrisa,JunkratTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaOrisa
Junkertown,Defense, NYE, HOU,4:53,0,0,1,0,0,R,Junkrat,,,JunkratTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaD.VaOrisa
Junkertown,Defense, NYE, HOU,4:14,17,3,6,0,2,R,JunkratZenyattaWidowmakerMercyOrisaWidowmakerZenyattaWinstonD.Va,,MercyJunkrat,JunkratWidowmakerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaD.VaOrisa
Junkertown,Defense, NYE, HOU,3:50,0,0,1,1,0,R,Widowmaker,Junkrat,,JunkratWidowmakerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaD.VaOrisa
Junkertown,Defense, NYE, HOU,2:32,46,3,7,2,2,B,BastionHanzoRoadhogTracerWidowmakerMercyOrisaRoadhogZenyattaJunkrat,ZenyattaOrisa,BastionOrisa,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionHanzoTracerMercyD.VaOrisa
Junkertown,Defense, NYE, HOU,2:11,12,2,1,1,1,B,BastionTracerRoadhog,Widowmaker,Mercy,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionHanzoTracerMercyD.VaOrisa
Junkertown,Defense, NYE, HOU,0:33,52,3,7,0,1,R,WidowmakerBastionMercyBastionOrisaWidowmakerWidowmakerZenyattaRoadhogJunkrat,,Hanzo,JunkratWidowmakerMercyZenyattaOrisaRoadhog,BastionHanzoWidowmakerMercyD.VaOrisa
Temple of Anubis,Attack, NYE, HOU,5:45,27,5,0,3,2,B,JunkratWinstonRoadhogZenyattaD.Va,GenjiZenyattaTracer,RoadhogZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis,Attack, NYE, HOU,4:36,4,0,2,0,0,R,TracerWinston,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis,Attack, NYE, HOU,5:18,22,3,2,3,3,B,JunkratGenjiD.VaD.VaRoadhog,MercyZenyattaWinston,JunkratMercyWinston,GenjiTracerMercyZenyattaD.VaWinston,JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis,Attack, NYE, HOU,4:06,10,0,1,0,1,R,Mercy,,Junkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis,Attack, NYE, HOU,3:31,8,0,2,0,0,R,TracerWinston,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis,Attack, NYE, HOU,2:57,13,0,2,0,2,R,WinstonMercy,,RoadhogWinston,GenjiTracerMercyZenyattaD.VaWinston,JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis,Attack, NYE, HOU,1:43,24,2,3,4,3,R,GenjiJunkratJunkratGenjiWinston,MercyGenjiWinstonZenyatta,MercyJunkratZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis,Attack, NYE, HOU,0:42,17,7,1,0,0,B,JunkratSoldier: 76WinstonWidowmakerOrisaD.VaJunkratMercy,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerSoldier: 76MercyD.VaOrisa
Temple of Anubis,Attack, NYE, HOU,1:20,0,0,1,0,0,R,Tracer,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMercyZenyattaD.VaRoadhogWinston
Temple of Anubis,Defense, NYE, HOU,6:54,62,7,9,3,2,R,ZenyattaZenyattaGenjiWinstonD.VaMercyZenyattaTracerReaperGenjiMercyMeiPharahD.VaSoldier: 76Winston,GenjiWinstonTracer,ZenyattaWinston,GenjiTracerMercyZenyattaD.VaWinston,PharahReaperMercyZenyattaD.VaWinston
Temple of Anubis,Defense, NYE, HOU,6:32,7,1,2,1,2,B,ZenyattaGenjiD.Va,Mercy,PharahMercy,GenjiTracerMercyZenyattaD.VaWinston,PharahReaperMercyZenyattaD.VaWinston
Temple of Anubis,Defense, NYE, HOU,5:42,15,5,2,1,1,B,ZenyattaMercyWinstonRoadhogZenyattaD.VaTracer,Tracer,Roadhog,GenjiTracerMercyZenyattaD.VaWinston,PharahReaperMercyZenyattaD.VaRoadhog
Temple of Anubis,Defense, NYE, HOU,4:39,21,5,0,0,0,B,PharahMercyZenyattaReaperD.Va,,,GenjiTracerMercyZenyattaD.VaWinston,PharahReaperMercyZenyattaD.VaRoadhog
Temple of Anubis,Defense, NYE, HOU,3:02,10,2,2,0,0,B,MercyD.VaJunkratZenyatta,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaD.VaRoadhog
Temple of Anubis,Defense, NYE, HOU,3:35,40,5,2,3,4,B,JunkratMercyZenyattaZenyattaRoadhogJunkratWidowmaker,ZenyattaGenjiTracer,JunkratRoadhogMercyWidowmaker,GenjiTracerMercyZenyattaD.VaWinston,JunkratWidowmakerMercyZenyattaD.VaRoadhog
Temple of Anubis,Defense, NYE, HOU,1:37,50,5,8,5,4,R,MercyRoadhogWidowmakerRoadhogZenyattaJunkratZenyattaWidowmakerRoadhogMercyD.VaOrisaJunkrat,RoadhogJunkratOrisaZenyattaMercy,ZenyattaMercyRoadhogWidowmaker,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaD.VaRoadhog
Temple of Anubis,Defense, NYE, HOU,0:44,27,7,1,1,0,R,JunkratRoadhogJunkratZenyattaWidowmakerRoadhogD.VaMercy,Widowmaker,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,JunkratWidowmakerMercyZenyattaD.VaRoadhog
Ilios,Well, NYE, HOU,3:49,43,8,4,5,4,R,ZenyattaMccreeTracerZenyattaWinstonD.VaTracerZenyattaMccreeD.VaMercyWinston,MercyMccreeTracerZenyattaWinston,TracerZenyattaWinstonMercy,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Well, NYE, HOU,3:14,9,0,3,0,1,R,MccreeTracerMercy,,Mccree,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Well, NYE, HOU,2:19,28,1,5,1,2,R,ZenyattaMccreeZenyattaWinstonD.VaTracer,Winston,MercyZenyatta,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Well, NYE, HOU,1:22,36,5,3,3,1,B,MccreeMercyD.VaMccreeTracerMccreeZenyattaD.Va,TracerMercyMccree,Tracer,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Well, NYE, HOU,0:36,20,6,3,0,0,R,ZenyattaWinstonWinstonMccreeTracerMercyTracerD.VaZenyatta,,,MccreeTracerMercyZenyattaD.VaWinston,MccreeTracerMercyZenyattaD.VaWinston
Ilios,Ruins, NYE, HOU,2:56,35,7,1,2,2,B,WidowmakerTracerD.VaWidowmakerWidowmakerTracerMercyWinston,WinstonTracer,TracerWidowmaker,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, NYE, HOU,1:55,34,1,4,2,2,B,ZenyattaD.VaZenyattaWinstonTracer,TracerZenyatta,MercyWinston,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, NYE, HOU,1:05,20,3,1,2,1,R,WidowmakerD.VaZenyattaWinston,WidowmakerMercy,Widowmaker,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, NYE, HOU,0:54,0,0,1,0,0,R,Widowmaker,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Ilios,Ruins, NYE, HOU,0:18,20,6,1,0,0,R,WidowmakerWidowmakerMercyWinstonZenyattaD.VaTracer,,,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Numbani,Attack, NYE, HOU,4:00,21,4,1,3,2,B,TracerSoldier: 76MercyWinstonWinston,ZenyattaSoldier: 76Mercy,MercyWinston,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Attack, NYE, HOU,3:11,28,3,5,1,2,R,WinstonD.VaMercySoldier: 76ZenyattaZenyattaMercySoldier: 76,Winston,Soldier: 76Tracer,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Attack, NYE, HOU,2:40,5,1,3,1,0,R,ZenyattaSoldier: 76PharahWinston,Pharah,,MccreePharahMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Attack, NYE, HOU,2:20,5,3,2,2,2,R,MercyTracerD.VaMccreeWinston,MercyZenyatta,TracerMercy,MccreePharahMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Attack, NYE, HOU,0:45,15,4,0,0,0,B,D.VaMercyPharahAna,,,MccreePharahMercyZenyattaD.VaWinston,PharahTracerAnaMercyD.VaWinston
Numbani,Attack, NYE, HOU,1:38,8,6,0,0,0,B,Soldier: 76MercyTracerWinstonZenyattaD.Va,,,MccreePharahMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Attack, NYE, HOU,0:22,0,1,0,0,0,B,Ana,,,MccreePharahMercyZenyattaD.VaWinston,PharahTracerAnaMercyD.VaWinston
Numbani,Defense, NYE, HOU,0:14,0,1,0,0,0,B,Soldier: 76,,,JunkratMccreeMercyZenyattaD.VaWinston,PharahSoldier: 76AnaMercyD.VaWinston
Numbani,Defense, NYE, HOU,0:31,17,0,6,0,0,R,MccreeZenyattaJunkratMercyWinstonD.Va,,,JunkratMccreeMercyZenyattaD.VaWinston,PharahSoldier: 76AnaMercyD.VaWinston
Numbani,Defense, NYE, HOU,1:33,11,0,2,0,1,R,WinstonD.Va,,Mercy,Soldier: 76TracerMercyZenyattaD.VaWinston,PharahSoldier: 76AnaMercyD.VaWinston
Numbani,Defense, NYE, HOU,2:10,26,7,1,3,4,B,PharahTracerMercySoldier: 76D.VaPharahAnaWinston,ZenyattaMercyWinston,PharahAnaSoldier: 76Winston,Soldier: 76TracerMercyZenyattaD.VaWinston,PharahSoldier: 76AnaMercyD.VaWinston
Numbani,Defense, NYE, HOU,3:04,24,4,1,2,0,R,WinstonMercyZenyattaD.VaSoldier: 76,TracerSoldier: 76,,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, NYE, HOU,4:18,48,6,3,4,5,R,Soldier: 76WinstonWinstonD.VaSoldier: 76WinstonZenyattaMercyTracer,ZenyattaMercyTracerWinston,Soldier: 76TracerMercyZenyattaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, NYE, HOU,5:32,52,8,7,4,5,R,Soldier: 76WinstonSoldier: 76D.VaD.VaZenyattaMercySoldier: 76ZenyattaTracerZenyattaWinstonSoldier: 76D.VaTracer,ZenyattaTracerSoldier: 76Mercy,TracerSoldier: 76ZenyattaMercyTracer,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,7:23,17,6,0,2,2,B,WinstonD.VaTracerMercyGenjiMei,ZenyattaMercy,WinstonGenji,JunkratMccreeMercyZenyattaD.VaWinston,MeiGenjiTracerMercyD.VaWinston
Junkertown,Attack, SEO, GLA,6:57,19,5,1,3,2,B,GenjiWinstonZenyattaMercyMccreeTracer,WinstonJunkratMccree,ZenyattaTracer,JunkratMccreeMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,6:01,25,6,4,2,1,R,ZenyattaMercyWinstonWinstonJunkratTracerD.VaGenjiD.VaZenyatta,JunkratMercy,Tracer,JunkratMccreeMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,5:04,28,3,5,3,3,B,TracerZenyattaGenjiMercyJunkratWidowmakerZenyattaRoadhog,WidowmakerRoadhogZenyatta,ZenyattaMercyGenji,JunkratWidowmakerMercyZenyattaRoadhogWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,4:12,30,2,4,1,1,R,JunkratWinstonOrisaZenyattaD.VaOrisa,Roadhog,Winston,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,3:17,26,5,1,4,1,B,MercyGenjiJunkratD.VaWinstonTracer,WidowmakerJunkratMercyOrisa,Genji,JunkratWidowmakerMercyZenyattaOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,2:32,27,2,5,1,3,B,ZenyattaMeiWinstonJunkratMercyOrisaRoadhog,Mei,MercyTracerZenyatta,JunkratMeiWidowmakerMercyOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,0:49,13,1,2,0,0,B,TracerOrisaMei,,,JunkratMeiWidowmakerMercyOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Attack, SEO, GLA,1:25,38,5,3,4,2,R,MercyZenyattaMercyOrisaD.VaWidowmakerGenjiWinston,WidowmakerMercyJunkratRoadhog,GenjiWinston,JunkratMeiWidowmakerMercyOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,6:52,47,3,12,4,5,R,ZenyattaMercyD.VaGenjiWinstonTracerTracerGenjiMercyZenyattaWinstonTracerMercyGenjiD.Va,WinstonMercyZenyattaGenji,MercyGenjiTracerZenyattaWinston,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,6:22,10,0,4,1,0,R,TracerGenjiMercyWinston,Tracer,,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,5:36,23,5,3,1,1,B,ZenyattaMercyD.VaGenjiGenjiWinstonWinstonD.Va,Genji,Winston,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,4:40,32,4,7,4,2,R,TracerD.VaWinstonTracerD.VaWinstonZenyattaMercyZenyattaWinstonTracer,MercyZenyattaWinstonTracer,ZenyattaGenji,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,3:47,24,4,1,2,0,R,WinstonZenyattaLucioGenjiD.Va,TracerGenji,,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerLucioZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,2:49,32,2,6,2,4,R,GenjiMercyTracerD.VaWinstonD.VaTracerZenyatta,WinstonZenyatta,TracerZenyattaGenjiWinston,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerLucioZenyattaD.VaWinston
Junkertown,Defense, SEO, GLA,1:21,9,0,6,0,0,R,GenjiWinstonTracerZenyattaMercyD.Va,,,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerLucioZenyattaD.VaWinston
